image_path,mask_path
Weed\dataset\images\train\agri_0_8704.jpeg,Final\weed\data\agri_0_8704_mask.png
Weed\dataset\images\train\agri_0_3555.jpeg,Final\weed\data\agri_0_3555_mask.png
Weed\dataset\images\train\agri_0_4085.jpeg,Final\weed\data\agri_0_4085_mask.png
Weed\dataset\images\train\agri_0_7464.jpeg,Final\weed\data\agri_0_7464_mask.png
Weed\dataset\images\train\agri_0_2681.jpeg,Final\weed\data\agri_0_2681_mask.png
Weed\dataset\images\train\agri_0_2551.jpeg,Final\weed\data\agri_0_2551_mask.png
Weed\dataset\images\train\agri_0_8315.jpeg,Final\weed\data\agri_0_8315_mask.png
Weed\dataset\images\val\agri_0_84.jpeg,Final\weed\data\agri_0_84_mask.png
Weed\dataset\images\train\agri_0_1731.jpeg,Final\weed\data\agri_0_1731_mask.png
Weed\dataset\images\train\agri_0_7585.jpeg,Final\weed\data\agri_0_7585_mask.png
Weed\dataset\images\train\agri_0_151.jpeg,Final\weed\data\agri_0_151_mask.png
Weed\dataset\images\train\agri_0_8881.jpeg,Final\weed\data\agri_0_8881_mask.png
Weed\dataset\images\train\agri_0_3160.jpeg,Final\weed\data\agri_0_3160_mask.png
Weed\dataset\images\train\agri_0_5935.jpeg,Final\weed\data\agri_0_5935_mask.png
Weed\dataset\images\train\agri_0_1642.jpeg,Final\weed\data\agri_0_1642_mask.png
Weed\dataset\images\train\agri_0_4113.jpeg,Final\weed\data\agri_0_4113_mask.png
Weed\dataset\images\train\agri_0_7550.jpeg,Final\weed\data\agri_0_7550_mask.png
Weed\dataset\images\val\agri_0_2204.jpeg,Final\weed\data\agri_0_2204_mask.png
Weed\dataset\images\train\agri_0_1564.jpeg,Final\weed\data\agri_0_1564_mask.png
Weed\dataset\images\val\agri_0_9952.jpeg,Final\weed\data\agri_0_9952_mask.png
Weed\dataset\images\train\agri_0_9963.jpeg,Final\weed\data\agri_0_9963_mask.png
Weed\dataset\images\train\agri_0_6518.jpeg,Final\weed\data\agri_0_6518_mask.png
Weed\dataset\images\train\agri_0_5136.jpeg,Final\weed\data\agri_0_5136_mask.png
Weed\dataset\images\train\agri_0_4213.jpeg,Final\weed\data\agri_0_4213_mask.png
Weed\dataset\images\val\agri_0_5961.jpeg,Final\weed\data\agri_0_5961_mask.png
Weed\dataset\images\train\agri_0_248.jpeg,Final\weed\data\agri_0_248_mask.png
Weed\dataset\images\val\agri_0_3074.jpeg,Final\weed\data\agri_0_3074_mask.png
Weed\dataset\images\train\agri_0_864.jpeg,Final\weed\data\agri_0_864_mask.png
Weed\dataset\images\train\agri_0_7208.jpeg,Final\weed\data\agri_0_7208_mask.png
Weed\dataset\images\train\agri_0_2792.jpeg,Final\weed\data\agri_0_2792_mask.png
Weed\dataset\images\train\agri_0_4479.jpeg,Final\weed\data\agri_0_4479_mask.png
Weed\dataset\images\train\agri_0_9618.jpeg,Final\weed\data\agri_0_9618_mask.png
Weed\dataset\images\val\agri_0_4964.jpeg,Final\weed\data\agri_0_4964_mask.png
Weed\dataset\images\train\agri_0_1882.jpeg,Final\weed\data\agri_0_1882_mask.png
Weed\dataset\images\train\agri_0_5578.jpeg,Final\weed\data\agri_0_5578_mask.png
Weed\dataset\images\train\agri_0_9116.jpeg,Final\weed\data\agri_0_9116_mask.png
Weed\dataset\images\train\agri_0_6604.jpeg,Final\weed\data\agri_0_6604_mask.png
Weed\dataset\images\train\agri_0_626.jpeg,Final\weed\data\agri_0_626_mask.png
Weed\dataset\images\train\agri_0_4635.jpeg,Final\weed\data\agri_0_4635_mask.png
Weed\dataset\images\train\agri_0_5523.jpeg,Final\weed\data\agri_0_5523_mask.png
Weed\dataset\images\train\agri_0_7470.jpeg,Final\weed\data\agri_0_7470_mask.png
Weed\dataset\images\train\agri_0_8698.jpeg,Final\weed\data\agri_0_8698_mask.png
Weed\dataset\images\train\agri_0_7362.jpeg,Final\weed\data\agri_0_7362_mask.png
Weed\dataset\images\train\agri_0_8044.jpeg,Final\weed\data\agri_0_8044_mask.png
Weed\dataset\images\train\agri_0_1941.jpeg,Final\weed\data\agri_0_1941_mask.png
Weed\dataset\images\train\agri_0_6520.jpeg,Final\weed\data\agri_0_6520_mask.png
Weed\dataset\images\train\agri_0_6801.jpeg,Final\weed\data\agri_0_6801_mask.png
Weed\dataset\images\train\agri_0_1878.jpeg,Final\weed\data\agri_0_1878_mask.png
Weed\dataset\images\train\agri_0_4365.jpeg,Final\weed\data\agri_0_4365_mask.png
Weed\dataset\images\train\agri_0_6166.jpeg,Final\weed\data\agri_0_6166_mask.png
Weed\dataset\images\train\agri_0_8663.jpeg,Final\weed\data\agri_0_8663_mask.png
Weed\dataset\images\val\agri_0_1385.jpeg,Final\weed\data\agri_0_1385_mask.png
Weed\dataset\images\train\agri_0_5282.jpeg,Final\weed\data\agri_0_5282_mask.png
Weed\dataset\images\val\agri_0_6481.jpeg,Final\weed\data\agri_0_6481_mask.png
Weed\dataset\images\train\agri_0_6803.jpeg,Final\weed\data\agri_0_6803_mask.png
Weed\dataset\images\train\agri_0_1888.jpeg,Final\weed\data\agri_0_1888_mask.png
Weed\dataset\images\val\agri_0_5666.jpeg,Final\weed\data\agri_0_5666_mask.png
Weed\dataset\images\train\agri_0_9960.jpeg,Final\weed\data\agri_0_9960_mask.png
Weed\dataset\images\train\agri_0_5736.jpeg,Final\weed\data\agri_0_5736_mask.png
Weed\dataset\images\train\agri_0_1830.jpeg,Final\weed\data\agri_0_1830_mask.png
Weed\dataset\images\val\agri_0_5542.jpeg,Final\weed\data\agri_0_5542_mask.png
Weed\dataset\images\train\agri_0_3746.jpeg,Final\weed\data\agri_0_3746_mask.png
Weed\dataset\images\train\agri_0_3054.jpeg,Final\weed\data\agri_0_3054_mask.png
Weed\dataset\images\train\agri_0_5661.jpeg,Final\weed\data\agri_0_5661_mask.png
Weed\dataset\images\train\agri_0_6713.jpeg,Final\weed\data\agri_0_6713_mask.png
Weed\dataset\images\train\agri_0_7573.jpeg,Final\weed\data\agri_0_7573_mask.png
Weed\dataset\images\train\agri_0_6735.jpeg,Final\weed\data\agri_0_6735_mask.png
Weed\dataset\images\train\agri_0_9474.jpeg,Final\weed\data\agri_0_9474_mask.png
Weed\dataset\images\train\agri_0_131.jpeg,Final\weed\data\agri_0_131_mask.png
Weed\dataset\images\val\agri_0_3604.jpeg,Final\weed\data\agri_0_3604_mask.png
Weed\dataset\images\val\agri_0_8811.jpeg,Final\weed\data\agri_0_8811_mask.png
Weed\dataset\images\train\agri_0_7156.jpeg,Final\weed\data\agri_0_7156_mask.png
Weed\dataset\images\val\agri_0_6407.jpeg,Final\weed\data\agri_0_6407_mask.png
Weed\dataset\images\val\agri_0_2522.jpeg,Final\weed\data\agri_0_2522_mask.png
Weed\dataset\images\train\agri_0_1810.jpeg,Final\weed\data\agri_0_1810_mask.png
Weed\dataset\images\train\agri_0_1024.jpeg,Final\weed\data\agri_0_1024_mask.png
Weed\dataset\images\train\agri_0_5435.jpeg,Final\weed\data\agri_0_5435_mask.png
Weed\dataset\images\train\agri_0_5077.jpeg,Final\weed\data\agri_0_5077_mask.png
Weed\dataset\images\train\agri_0_1342.jpeg,Final\weed\data\agri_0_1342_mask.png
Weed\dataset\images\train\agri_0_3014.jpeg,Final\weed\data\agri_0_3014_mask.png
Weed\dataset\images\train\agri_0_9183.jpeg,Final\weed\data\agri_0_9183_mask.png
Weed\dataset\images\train\agri_0_417.jpeg,Final\weed\data\agri_0_417_mask.png
Weed\dataset\images\val\agri_0_8583.jpeg,Final\weed\data\agri_0_8583_mask.png
Weed\dataset\images\train\agri_0_6461.jpeg,Final\weed\data\agri_0_6461_mask.png
Weed\dataset\images\train\agri_0_6848.jpeg,Final\weed\data\agri_0_6848_mask.png
Weed\dataset\images\train\agri_0_7997.jpeg,Final\weed\data\agri_0_7997_mask.png
Weed\dataset\images\train\agri_0_5873.jpeg,Final\weed\data\agri_0_5873_mask.png
Weed\dataset\images\val\agri_0_3282.jpeg,Final\weed\data\agri_0_3282_mask.png
Weed\dataset\images\train\agri_0_3556.jpeg,Final\weed\data\agri_0_3556_mask.png
Weed\dataset\images\val\agri_0_8143.jpeg,Final\weed\data\agri_0_8143_mask.png
Weed\dataset\images\train\agri_0_3374.jpeg,Final\weed\data\agri_0_3374_mask.png
Weed\dataset\images\train\agri_0_2158.jpeg,Final\weed\data\agri_0_2158_mask.png
Weed\dataset\images\train\agri_0_1929.jpeg,Final\weed\data\agri_0_1929_mask.png
Weed\dataset\images\train\agri_0_9712.jpeg,Final\weed\data\agri_0_9712_mask.png
Weed\dataset\images\val\agri_0_5090.jpeg,Final\weed\data\agri_0_5090_mask.png
Weed\dataset\images\train\agri_0_5938.jpeg,Final\weed\data\agri_0_5938_mask.png
Weed\dataset\images\train\agri_0_5711.jpeg,Final\weed\data\agri_0_5711_mask.png
Weed\dataset\images\train\agri_0_1332.jpeg,Final\weed\data\agri_0_1332_mask.png
Weed\dataset\images\train\agri_0_8104.jpeg,Final\weed\data\agri_0_8104_mask.png
Weed\dataset\images\train\agri_0_7716.jpeg,Final\weed\data\agri_0_7716_mask.png
Weed\dataset\images\train\agri_0_6094.jpeg,Final\weed\data\agri_0_6094_mask.png
Weed\dataset\images\val\agri_0_6574.jpeg,Final\weed\data\agri_0_6574_mask.png
Weed\dataset\images\val\agri_0_6823.jpeg,Final\weed\data\agri_0_6823_mask.png
Weed\dataset\images\train\agri_0_3648.jpeg,Final\weed\data\agri_0_3648_mask.png
Weed\dataset\images\train\agri_0_9575.jpeg,Final\weed\data\agri_0_9575_mask.png
Weed\dataset\images\train\agri_0_2077.jpeg,Final\weed\data\agri_0_2077_mask.png
Weed\dataset\images\train\agri_0_4355.jpeg,Final\weed\data\agri_0_4355_mask.png
Weed\dataset\images\train\agri_0_7201.jpeg,Final\weed\data\agri_0_7201_mask.png
Weed\dataset\images\val\agri_0_7824.jpeg,Final\weed\data\agri_0_7824_mask.png
Weed\dataset\images\train\agri_0_5644.jpeg,Final\weed\data\agri_0_5644_mask.png
Weed\dataset\images\train\agri_0_395.jpeg,Final\weed\data\agri_0_395_mask.png
Weed\dataset\images\train\agri_0_4620.jpeg,Final\weed\data\agri_0_4620_mask.png
Weed\dataset\images\train\agri_0_954.jpeg,Final\weed\data\agri_0_954_mask.png
Weed\dataset\images\train\agri_0_3404.jpeg,Final\weed\data\agri_0_3404_mask.png
Weed\dataset\images\val\agri_0_1123.jpeg,Final\weed\data\agri_0_1123_mask.png
Weed\dataset\images\train\agri_0_5823.jpeg,Final\weed\data\agri_0_5823_mask.png
Weed\dataset\images\train\agri_0_1210.jpeg,Final\weed\data\agri_0_1210_mask.png
Weed\dataset\images\train\agri_0_6765.jpeg,Final\weed\data\agri_0_6765_mask.png
Weed\dataset\images\val\agri_0_7325.jpeg,Final\weed\data\agri_0_7325_mask.png
Weed\dataset\images\train\agri_0_4571.jpeg,Final\weed\data\agri_0_4571_mask.png
Weed\dataset\images\train\agri_0_6778.jpeg,Final\weed\data\agri_0_6778_mask.png
Weed\dataset\images\train\agri_0_9085.jpeg,Final\weed\data\agri_0_9085_mask.png
Weed\dataset\images\train\agri_0_3990.jpeg,Final\weed\data\agri_0_3990_mask.png
Weed\dataset\images\train\agri_0_7468.jpeg,Final\weed\data\agri_0_7468_mask.png
Weed\dataset\images\train\agri_0_6707.jpeg,Final\weed\data\agri_0_6707_mask.png
Weed\dataset\images\val\agri_0_7104.jpeg,Final\weed\data\agri_0_7104_mask.png
Weed\dataset\images\train\agri_0_4838.jpeg,Final\weed\data\agri_0_4838_mask.png
Weed\dataset\images\train\agri_0_6292.jpeg,Final\weed\data\agri_0_6292_mask.png
Weed\dataset\images\train\agri_0_9049.jpeg,Final\weed\data\agri_0_9049_mask.png
Weed\dataset\images\train\agri_0_8262.jpeg,Final\weed\data\agri_0_8262_mask.png
Weed\dataset\images\train\agri_0_1215.jpeg,Final\weed\data\agri_0_1215_mask.png
Weed\dataset\images\val\agri_0_2385.jpeg,Final\weed\data\agri_0_2385_mask.png
Weed\dataset\images\train\agri_0_2873.jpeg,Final\weed\data\agri_0_2873_mask.png
Weed\dataset\images\train\agri_0_667.jpeg,Final\weed\data\agri_0_667_mask.png
Weed\dataset\images\train\agri_0_9148.jpeg,Final\weed\data\agri_0_9148_mask.png
Weed\dataset\images\train\agri_0_8708.jpeg,Final\weed\data\agri_0_8708_mask.png
Weed\dataset\images\train\agri_0_8565.jpeg,Final\weed\data\agri_0_8565_mask.png
Weed\dataset\images\train\agri_0_6469.jpeg,Final\weed\data\agri_0_6469_mask.png
Weed\dataset\images\train\agri_0_7888.jpeg,Final\weed\data\agri_0_7888_mask.png
Weed\dataset\images\train\agri_0_9872.jpeg,Final\weed\data\agri_0_9872_mask.png
Weed\dataset\images\train\agri_0_4488.jpeg,Final\weed\data\agri_0_4488_mask.png
Weed\dataset\images\train\agri_0_221.jpeg,Final\weed\data\agri_0_221_mask.png
Weed\dataset\images\train\agri_0_5587.jpeg,Final\weed\data\agri_0_5587_mask.png
Weed\dataset\images\train\agri_0_7749.jpeg,Final\weed\data\agri_0_7749_mask.png
Weed\dataset\images\train\agri_0_57.jpeg,Final\weed\data\agri_0_57_mask.png
Weed\dataset\images\val\agri_0_6978.jpeg,Final\weed\data\agri_0_6978_mask.png
Weed\dataset\images\val\agri_0_7601.jpeg,Final\weed\data\agri_0_7601_mask.png
Weed\dataset\images\val\agri_0_3198.jpeg,Final\weed\data\agri_0_3198_mask.png
Weed\dataset\images\train\agri_0_5487.jpeg,Final\weed\data\agri_0_5487_mask.png
Weed\dataset\images\train\agri_0_9424.jpeg,Final\weed\data\agri_0_9424_mask.png
Weed\dataset\images\val\agri_0_583.jpeg,Final\weed\data\agri_0_583_mask.png
Weed\dataset\images\train\agri_0_8905.jpeg,Final\weed\data\agri_0_8905_mask.png
Weed\dataset\images\val\agri_0_3414.jpeg,Final\weed\data\agri_0_3414_mask.png
Weed\dataset\images\train\agri_0_5053.jpeg,Final\weed\data\agri_0_5053_mask.png
Weed\dataset\images\val\agri_0_9500.jpeg,Final\weed\data\agri_0_9500_mask.png
Weed\dataset\images\val\agri_0_1114.jpeg,Final\weed\data\agri_0_1114_mask.png
Weed\dataset\images\train\agri_0_1945.jpeg,Final\weed\data\agri_0_1945_mask.png
Weed\dataset\images\train\agri_0_7514.jpeg,Final\weed\data\agri_0_7514_mask.png
Weed\dataset\images\val\agri_0_7868.jpeg,Final\weed\data\agri_0_7868_mask.png
Weed\dataset\images\train\agri_0_9831.jpeg,Final\weed\data\agri_0_9831_mask.png
Weed\dataset\images\train\agri_0_249.jpeg,Final\weed\data\agri_0_249_mask.png
Weed\dataset\images\train\agri_0_7958.jpeg,Final\weed\data\agri_0_7958_mask.png
Weed\dataset\images\train\agri_0_9773.jpeg,Final\weed\data\agri_0_9773_mask.png
Weed\dataset\images\train\agri_0_5336.jpeg,Final\weed\data\agri_0_5336_mask.png
Weed\dataset\images\train\agri_0_2407.jpeg,Final\weed\data\agri_0_2407_mask.png
Weed\dataset\images\train\agri_0_3260.jpeg,Final\weed\data\agri_0_3260_mask.png
Weed\dataset\images\test\agri_0_4526.jpeg,Final\weed\data\agri_0_4526_mask.png
Weed\dataset\images\train\agri_0_9891.jpeg,Final\weed\data\agri_0_9891_mask.png
Weed\dataset\images\train\agri_0_8518.jpeg,Final\weed\data\agri_0_8518_mask.png
Weed\dataset\images\train\agri_0_4665.jpeg,Final\weed\data\agri_0_4665_mask.png
Weed\dataset\images\val\agri_0_4388.jpeg,Final\weed\data\agri_0_4388_mask.png
Weed\dataset\images\train\agri_0_2228.jpeg,Final\weed\data\agri_0_2228_mask.png
Weed\dataset\images\train\agri_0_110.jpeg,Final\weed\data\agri_0_110_mask.png
Weed\dataset\images\train\agri_0_491.jpeg,Final\weed\data\agri_0_491_mask.png
Weed\dataset\images\train\agri_0_5676.jpeg,Final\weed\data\agri_0_5676_mask.png
Weed\dataset\images\train\agri_0_8445.jpeg,Final\weed\data\agri_0_8445_mask.png
Weed\dataset\images\train\agri_0_8121.jpeg,Final\weed\data\agri_0_8121_mask.png
Weed\dataset\images\train\agri_0_8634.jpeg,Final\weed\data\agri_0_8634_mask.png
Weed\dataset\images\train\agri_0_773.jpeg,Final\weed\data\agri_0_773_mask.png
Weed\dataset\images\train\agri_0_9430.jpeg,Final\weed\data\agri_0_9430_mask.png
Weed\dataset\images\train\agri_0_3156.jpeg,Final\weed\data\agri_0_3156_mask.png
Weed\dataset\images\val\agri_0_657.jpeg,Final\weed\data\agri_0_657_mask.png
Weed\dataset\images\train\agri_0_272.jpeg,Final\weed\data\agri_0_272_mask.png
Weed\dataset\images\val\agri_0_1166.jpeg,Final\weed\data\agri_0_1166_mask.png
Weed\dataset\images\train\agri_0_4122.jpeg,Final\weed\data\agri_0_4122_mask.png
Weed\dataset\images\train\agri_0_9727.jpeg,Final\weed\data\agri_0_9727_mask.png
Weed\dataset\images\train\agri_0_2749.jpeg,Final\weed\data\agri_0_2749_mask.png
Weed\dataset\images\test\agri_0_1214.jpeg,Final\weed\data\agri_0_1214_mask.png
Weed\dataset\images\train\agri_0_6258.jpeg,Final\weed\data\agri_0_6258_mask.png
Weed\dataset\images\val\agri_0_830.jpeg,Final\weed\data\agri_0_830_mask.png
Weed\dataset\images\train\agri_0_4348.jpeg,Final\weed\data\agri_0_4348_mask.png
Weed\dataset\images\train\agri_0_8747.jpeg,Final\weed\data\agri_0_8747_mask.png
Weed\dataset\images\test\agri_0_9845.jpeg,Final\weed\data\agri_0_9845_mask.png
Weed\dataset\images\train\agri_0_584.jpeg,Final\weed\data\agri_0_584_mask.png
Weed\dataset\images\train\agri_0_9240.jpeg,Final\weed\data\agri_0_9240_mask.png
Weed\dataset\images\val\agri_0_5591.jpeg,Final\weed\data\agri_0_5591_mask.png
Weed\dataset\images\train\agri_0_9971.jpeg,Final\weed\data\agri_0_9971_mask.png
Weed\dataset\images\train\agri_0_8609.jpeg,Final\weed\data\agri_0_8609_mask.png
Weed\dataset\images\train\agri_0_9871.jpeg,Final\weed\data\agri_0_9871_mask.png
Weed\dataset\images\train\agri_0_6581.jpeg,Final\weed\data\agri_0_6581_mask.png
Weed\dataset\images\train\agri_0_2244.jpeg,Final\weed\data\agri_0_2244_mask.png
Weed\dataset\images\val\agri_0_7705.jpeg,Final\weed\data\agri_0_7705_mask.png
Weed\dataset\images\train\agri_0_6724.jpeg,Final\weed\data\agri_0_6724_mask.png
Weed\dataset\images\train\agri_0_8702.jpeg,Final\weed\data\agri_0_8702_mask.png
Weed\dataset\images\val\agri_0_7158.jpeg,Final\weed\data\agri_0_7158_mask.png
Weed\dataset\images\train\agri_0_7405.jpeg,Final\weed\data\agri_0_7405_mask.png
Weed\dataset\images\train\agri_0_2180.jpeg,Final\weed\data\agri_0_2180_mask.png
Weed\dataset\images\train\agri_0_9207.jpeg,Final\weed\data\agri_0_9207_mask.png
Weed\dataset\images\train\agri_0_4618.jpeg,Final\weed\data\agri_0_4618_mask.png
Weed\dataset\images\val\agri_0_8636.jpeg,Final\weed\data\agri_0_8636_mask.png
Weed\dataset\images\train\agri_0_1814.jpeg,Final\weed\data\agri_0_1814_mask.png
Weed\dataset\images\train\agri_0_5182.jpeg,Final\weed\data\agri_0_5182_mask.png
Weed\dataset\images\train\agri_0_9354.jpeg,Final\weed\data\agri_0_9354_mask.png
Weed\dataset\images\train\agri_0_1350.jpeg,Final\weed\data\agri_0_1350_mask.png
Weed\dataset\images\train\agri_0_2161.jpeg,Final\weed\data\agri_0_2161_mask.png
Weed\dataset\images\train\agri_0_3971.jpeg,Final\weed\data\agri_0_3971_mask.png
Weed\dataset\images\train\agri_0_2604.jpeg,Final\weed\data\agri_0_2604_mask.png
Weed\dataset\images\train\agri_0_9458.jpeg,Final\weed\data\agri_0_9458_mask.png
Weed\dataset\images\train\agri_0_1053.jpeg,Final\weed\data\agri_0_1053_mask.png
Weed\dataset\images\train\agri_0_81.jpeg,Final\weed\data\agri_0_81_mask.png
Weed\dataset\images\val\agri_0_8405.jpeg,Final\weed\data\agri_0_8405_mask.png
Weed\dataset\images\train\agri_0_4235.jpeg,Final\weed\data\agri_0_4235_mask.png
Weed\dataset\images\train\agri_0_2927.jpeg,Final\weed\data\agri_0_2927_mask.png
Weed\dataset\images\val\agri_0_7285.jpeg,Final\weed\data\agri_0_7285_mask.png
Weed\dataset\images\train\agri_0_8893.jpeg,Final\weed\data\agri_0_8893_mask.png
Weed\dataset\images\train\agri_0_718.jpeg,Final\weed\data\agri_0_718_mask.png
Weed\dataset\images\train\agri_0_9450.jpeg,Final\weed\data\agri_0_9450_mask.png
Weed\dataset\images\val\agri_0_5461.jpeg,Final\weed\data\agri_0_5461_mask.png
Weed\dataset\images\train\agri_0_3573.jpeg,Final\weed\data\agri_0_3573_mask.png
Weed\dataset\images\train\agri_0_8794.jpeg,Final\weed\data\agri_0_8794_mask.png
Weed\dataset\images\train\agri_0_301.jpeg,Final\weed\data\agri_0_301_mask.png
Weed\dataset\images\train\agri_0_2159.jpeg,Final\weed\data\agri_0_2159_mask.png
Weed\dataset\images\train\agri_0_4362.jpeg,Final\weed\data\agri_0_4362_mask.png
Weed\dataset\images\val\agri_0_5592.jpeg,Final\weed\data\agri_0_5592_mask.png
Weed\dataset\images\train\agri_0_9888.jpeg,Final\weed\data\agri_0_9888_mask.png
Weed\dataset\images\train\agri_0_9435.jpeg,Final\weed\data\agri_0_9435_mask.png
Weed\dataset\images\train\agri_0_4936.jpeg,Final\weed\data\agri_0_4936_mask.png
Weed\dataset\images\train\agri_0_7517.jpeg,Final\weed\data\agri_0_7517_mask.png
Weed\dataset\images\val\agri_0_4484.jpeg,Final\weed\data\agri_0_4484_mask.png
Weed\dataset\images\train\agri_0_9135.jpeg,Final\weed\data\agri_0_9135_mask.png
Weed\dataset\images\val\agri_0_2121.jpeg,Final\weed\data\agri_0_2121_mask.png
Weed\dataset\images\train\agri_0_3966.jpeg,Final\weed\data\agri_0_3966_mask.png
Weed\dataset\images\train\agri_0_7675.jpeg,Final\weed\data\agri_0_7675_mask.png
Weed\dataset\images\train\agri_0_9406.jpeg,Final\weed\data\agri_0_9406_mask.png
Weed\dataset\images\train\agri_0_5686.jpeg,Final\weed\data\agri_0_5686_mask.png
Weed\dataset\images\train\agri_0_4316.jpeg,Final\weed\data\agri_0_4316_mask.png
Weed\dataset\images\train\agri_0_2469.jpeg,Final\weed\data\agri_0_2469_mask.png
Weed\dataset\images\val\agri_0_5352.jpeg,Final\weed\data\agri_0_5352_mask.png
Weed\dataset\images\train\agri_0_2082.jpeg,Final\weed\data\agri_0_2082_mask.png
Weed\dataset\images\train\agri_0_6268.jpeg,Final\weed\data\agri_0_6268_mask.png
Weed\dataset\images\train\agri_0_7869.jpeg,Final\weed\data\agri_0_7869_mask.png
Weed\dataset\images\train\agri_0_2530.jpeg,Final\weed\data\agri_0_2530_mask.png
Weed\dataset\images\val\agri_0_7204.jpeg,Final\weed\data\agri_0_7204_mask.png
Weed\dataset\images\val\agri_0_3129.jpeg,Final\weed\data\agri_0_3129_mask.png
Weed\dataset\images\train\agri_0_3229.jpeg,Final\weed\data\agri_0_3229_mask.png
Weed\dataset\images\train\agri_0_9161.jpeg,Final\weed\data\agri_0_9161_mask.png
Weed\dataset\images\val\agri_0_3958.jpeg,Final\weed\data\agri_0_3958_mask.png
Weed\dataset\images\train\agri_0_1926.jpeg,Final\weed\data\agri_0_1926_mask.png
Weed\dataset\images\val\agri_0_2550.jpeg,Final\weed\data\agri_0_2550_mask.png
Weed\dataset\images\train\agri_0_683.jpeg,Final\weed\data\agri_0_683_mask.png
Weed\dataset\images\val\agri_0_2876.jpeg,Final\weed\data\agri_0_2876_mask.png
Weed\dataset\images\train\agri_0_9488.jpeg,Final\weed\data\agri_0_9488_mask.png
Weed\dataset\images\val\agri_0_9425.jpeg,Final\weed\data\agri_0_9425_mask.png
Weed\dataset\images\test\agri_0_3856.jpeg,Final\weed\data\agri_0_3856_mask.png
Weed\dataset\images\train\agri_0_6993.jpeg,Final\weed\data\agri_0_6993_mask.png
Weed\dataset\images\train\agri_0_2686.jpeg,Final\weed\data\agri_0_2686_mask.png
Weed\dataset\images\train\agri_0_5593.jpeg,Final\weed\data\agri_0_5593_mask.png
Weed\dataset\images\train\agri_0_1017.jpeg,Final\weed\data\agri_0_1017_mask.png
Weed\dataset\images\val\agri_0_1859.jpeg,Final\weed\data\agri_0_1859_mask.png
Weed\dataset\images\train\agri_0_5939.jpeg,Final\weed\data\agri_0_5939_mask.png
Weed\dataset\images\train\agri_0_9526.jpeg,Final\weed\data\agri_0_9526_mask.png
Weed\dataset\images\val\agri_0_7658.jpeg,Final\weed\data\agri_0_7658_mask.png
Weed\dataset\images\val\agri_0_8956.jpeg,Final\weed\data\agri_0_8956_mask.png
Weed\dataset\images\train\agri_0_9127.jpeg,Final\weed\data\agri_0_9127_mask.png
Weed\dataset\images\train\agri_0_4164.jpeg,Final\weed\data\agri_0_4164_mask.png
Weed\dataset\images\val\agri_0_8886.jpeg,Final\weed\data\agri_0_8886_mask.png
Weed\dataset\images\train\agri_0_5706.jpeg,Final\weed\data\agri_0_5706_mask.png
Weed\dataset\images\train\agri_0_9206.jpeg,Final\weed\data\agri_0_9206_mask.png
Weed\dataset\images\train\agri_0_3394.jpeg,Final\weed\data\agri_0_3394_mask.png
Weed\dataset\images\val\agri_0_5625.jpeg,Final\weed\data\agri_0_5625_mask.png
Weed\dataset\images\val\agri_0_60.jpeg,Final\weed\data\agri_0_60_mask.png
Weed\dataset\images\train\agri_0_7838.jpeg,Final\weed\data\agri_0_7838_mask.png
Weed\dataset\images\val\agri_0_550.jpeg,Final\weed\data\agri_0_550_mask.png
Weed\dataset\images\train\agri_0_5521.jpeg,Final\weed\data\agri_0_5521_mask.png
Weed\dataset\images\train\agri_0_9770.jpeg,Final\weed\data\agri_0_9770_mask.png
Weed\dataset\images\train\agri_0_9266.jpeg,Final\weed\data\agri_0_9266_mask.png
Weed\dataset\images\train\agri_0_6547.jpeg,Final\weed\data\agri_0_6547_mask.png
Weed\dataset\images\train\agri_0_5615.jpeg,Final\weed\data\agri_0_5615_mask.png
Weed\dataset\images\train\agri_0_8094.jpeg,Final\weed\data\agri_0_8094_mask.png
Weed\dataset\images\train\agri_0_495.jpeg,Final\weed\data\agri_0_495_mask.png
Weed\dataset\images\train\agri_0_5819.jpeg,Final\weed\data\agri_0_5819_mask.png
Weed\dataset\images\train\agri_0_5121.jpeg,Final\weed\data\agri_0_5121_mask.png
Weed\dataset\images\val\agri_0_8733.jpeg,Final\weed\data\agri_0_8733_mask.png
Weed\dataset\images\train\agri_0_4702.jpeg,Final\weed\data\agri_0_4702_mask.png
Weed\dataset\images\train\agri_0_840.jpeg,Final\weed\data\agri_0_840_mask.png
Weed\dataset\images\val\agri_0_4846.jpeg,Final\weed\data\agri_0_4846_mask.png
Weed\dataset\images\train\agri_0_6225.jpeg,Final\weed\data\agri_0_6225_mask.png
Weed\dataset\images\train\agri_0_9279.jpeg,Final\weed\data\agri_0_9279_mask.png
Weed\dataset\images\train\agri_0_4455.jpeg,Final\weed\data\agri_0_4455_mask.png
Weed\dataset\images\val\agri_0_177.jpeg,Final\weed\data\agri_0_177_mask.png
Weed\dataset\images\train\agri_0_8126.jpeg,Final\weed\data\agri_0_8126_mask.png
Weed\dataset\images\train\agri_0_4994.jpeg,Final\weed\data\agri_0_4994_mask.png
Weed\dataset\images\val\agri_0_6182.jpeg,Final\weed\data\agri_0_6182_mask.png
Weed\dataset\images\train\agri_0_7079.jpeg,Final\weed\data\agri_0_7079_mask.png
Weed\dataset\images\train\agri_0_725.jpeg,Final\weed\data\agri_0_725_mask.png
