filepath,label,split,class_id,predicted_class_id,predicted_label,confidence
R:\Developments\ARIS\Disease\Validation\Leaf Curl\cv.png,Leaf Curl,val,13,1,Anthracnose on Cotton,0.23472829
R:\Developments\ARIS\Disease\Validation\Leaf Curl\images (2).jpg,Leaf Curl,val,13,13,Leaf Curl,0.6076191
R:\Developments\ARIS\Disease\Validation\Leaf Curl\images.jpg,Leaf Curl,val,13,13,Leaf Curl,0.79500467
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_1.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.19557483
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_12.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.14246619
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_13.png,Leaf smut,val,14,1,Anthracnose on Cotton,0.28597054
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_14.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.100925416
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_15.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.18983386
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_16.png,Leaf smut,val,14,8,Flag Smut,0.30300105
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_18.jpg,Leaf smut,val,14,1,Anthracnose on Cotton,0.2529839
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_2.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.7885997
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_20.jpg,Leaf smut,val,14,8,Flag Smut,0.75425607
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_3.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.13445245
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_4.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.23815954
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_5.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.69968957
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_6.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.2921511
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_7.JPG,Leaf smut,val,14,36,bollworm on Cotton,0.15050471
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_8.jpg,Leaf smut,val,14,36,bollworm on Cotton,0.16906266
R:\Developments\ARIS\Disease\Validation\Leaf smut\Image_9.jpg,Leaf smut,val,14,22,Wheat Brown leaf rust,0.6073024
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_1.jpg,maize ear rot,val,39,39,maize ear rot,0.93207765
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_10.jpg,maize ear rot,val,39,39,maize ear rot,0.9185603
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_11.jpg,maize ear rot,val,39,39,maize ear rot,0.9172747
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_12.jpg,maize ear rot,val,39,39,maize ear rot,0.92602754
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_13.jpg,maize ear rot,val,39,39,maize ear rot,0.27240142
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_14.jpg,maize ear rot,val,39,39,maize ear rot,0.3948582
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_16.jpg,maize ear rot,val,39,39,maize ear rot,0.942517
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_17.jpg,maize ear rot,val,39,39,maize ear rot,0.5660901
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_18.jpg,maize ear rot,val,39,39,maize ear rot,0.96976256
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_19.jpg,maize ear rot,val,39,39,maize ear rot,0.82248944
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_2.jpg,maize ear rot,val,39,39,maize ear rot,0.7923724
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_20.jpg,maize ear rot,val,39,39,maize ear rot,0.9508576
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_3.jpg,maize ear rot,val,39,39,maize ear rot,0.71483165
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_4.jpg,maize ear rot,val,39,39,maize ear rot,0.5293094
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_5.jpg,maize ear rot,val,39,39,maize ear rot,0.4032211
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_7.jpg,maize ear rot,val,39,39,maize ear rot,0.95850635
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_8.jpg,maize ear rot,val,39,39,maize ear rot,0.8981249
R:\Developments\ARIS\Disease\Validation\maize ear rot\Image_9.jpg,maize ear rot,val,39,39,maize ear rot,0.8857033
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000000.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.82800436
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000001.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.48463336
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000002.jpg,maize fall armyworm,val,40,41,maize stem borer,0.4591528
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000003.JPG,maize fall armyworm,val,40,40,maize fall armyworm,0.4539906
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000004.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.14943895
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000005.jpg,maize fall armyworm,val,40,41,maize stem borer,0.31197253
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000006.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.4885384
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000008.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.17439409
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000009.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.71688455
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000010.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.4321649
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000011.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.677816
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000012.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.20179105
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000013.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.2707848
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000014.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.48109552
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000015.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.46106705
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000016.jpg,maize fall armyworm,val,40,14,Leaf smut,0.16052017
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000017.jpg,maize fall armyworm,val,40,41,maize stem borer,0.38504884
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000018.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.33791518
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000019.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.68913025
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000020.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.4066576
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000021.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.2846001
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000022.jpeg,maize fall armyworm,val,40,2,Army worm,0.41944066
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000023.jpg,maize fall armyworm,val,40,39,maize ear rot,0.35657084
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000024.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.39231977
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000025.jpg,maize fall armyworm,val,40,11,Healthy Wheat,0.076181985
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000026.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.21702687
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000028.jpg,maize fall armyworm,val,40,39,maize ear rot,0.4383421
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000029.jpg,maize fall armyworm,val,40,39,maize ear rot,0.5681311
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000030.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.21545537
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000031.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.4282786
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000032.jpg,maize fall armyworm,val,40,41,maize stem borer,0.22793753
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000036.jpg,maize fall armyworm,val,40,24,Wheat aphid,0.15303229
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000037.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.5038379
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000038.jpg,maize fall armyworm,val,40,41,maize stem borer,0.19751222
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000039.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.25477716
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000041.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.4491001
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000042.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.69629097
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000043.jpg,maize fall armyworm,val,40,36,bollworm on Cotton,0.2035871
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000044.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.16449629
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000045.jpg,maize fall armyworm,val,40,36,bollworm on Cotton,0.30110458
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000047.jpg,maize fall armyworm,val,40,24,Wheat aphid,0.20680894
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000048.jpg,maize fall armyworm,val,40,44,thirps on  cotton,0.09621453
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000049.JPG,maize fall armyworm,val,40,40,maize fall armyworm,0.5681409
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000050.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.2963327
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000051.jpg,maize fall armyworm,val,40,39,maize ear rot,0.41043887
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000052.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.15068361
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000053.jpeg,maize fall armyworm,val,40,41,maize stem borer,0.21412866
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000054.jpg,maize fall armyworm,val,40,30,Wheat___Healthy,0.2301256
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000055.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.32507747
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000056.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.6749544
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000057.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.24630821
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000058.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.13729246
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000059.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.3278997
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000060.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.14814298
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000061.jpg,maize fall armyworm,val,40,41,maize stem borer,0.29256096
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000062.jpg,maize fall armyworm,val,40,28,Wheat powdery mildew,0.15290909
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000063.jpg,maize fall armyworm,val,40,41,maize stem borer,0.45087013
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000064.png,maize fall armyworm,val,40,28,Wheat powdery mildew,0.14823212
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000065.jpg,maize fall armyworm,val,40,22,Wheat Brown leaf rust,0.24068876
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000066.png,maize fall armyworm,val,40,40,maize fall armyworm,0.28307945
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000067.jpg,maize fall armyworm,val,40,30,Wheat___Healthy,0.123538405
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000068.png,maize fall armyworm,val,40,17,RedRust sugarcane,0.16941543
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000069.jpg,maize fall armyworm,val,40,36,bollworm on Cotton,0.37327635
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000070.png,maize fall armyworm,val,40,40,maize fall armyworm,0.1415662
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000071.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.36082697
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000072.jpg,maize fall armyworm,val,40,39,maize ear rot,0.33211648
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000073.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.22328615
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000074.jpg,maize fall armyworm,val,40,1,Anthracnose on Cotton,0.20282674
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000075.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.5707866
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000077.jpg,maize fall armyworm,val,40,30,Wheat___Healthy,0.15253688
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000112.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.31877264
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000113.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.39525995
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000114.jpg,maize fall armyworm,val,40,27,Wheat mite,0.1470312
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000115.jpg,maize fall armyworm,val,40,36,bollworm on Cotton,0.32199445
R:\Developments\ARIS\Disease\Validation\maize fall armyworm\00000116.jpg,maize fall armyworm,val,40,40,maize fall armyworm,0.70413357
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000000.jpg,maize stem borer,val,41,41,maize stem borer,0.63069266
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000001.jpg,maize stem borer,val,41,41,maize stem borer,0.24345867
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000002.jpg,maize stem borer,val,41,41,maize stem borer,0.3812913
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000003.jpg,maize stem borer,val,41,41,maize stem borer,0.28808603
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000004.jpg,maize stem borer,val,41,41,maize stem borer,0.41622004
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000005.jpg,maize stem borer,val,41,41,maize stem borer,0.7801111
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000006.jpg,maize stem borer,val,41,22,Wheat Brown leaf rust,0.2024952
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000007.jpg,maize stem borer,val,41,41,maize stem borer,0.56835526
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000008.jpg,maize stem borer,val,41,41,maize stem borer,0.44523218
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000009.jpg,maize stem borer,val,41,30,Wheat___Healthy,0.17356957
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000010.jpg,maize stem borer,val,41,41,maize stem borer,0.20522122
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000011.jpg,maize stem borer,val,41,41,maize stem borer,0.15113683
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000026.jpg,maize stem borer,val,41,40,maize fall armyworm,0.24517153
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000028.jpg,maize stem borer,val,41,41,maize stem borer,0.21770616
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000029.jpg,maize stem borer,val,41,40,maize fall armyworm,0.1640982
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000030.jpg,maize stem borer,val,41,28,Wheat powdery mildew,0.27795032
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000031.png,maize stem borer,val,41,41,maize stem borer,0.47881237
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000036.jpg,maize stem borer,val,41,40,maize fall armyworm,0.4668434
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000037.jpg,maize stem borer,val,41,40,maize fall armyworm,0.17886145
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000038.jpg,maize stem borer,val,41,41,maize stem borer,0.18147464
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000039.jpg,maize stem borer,val,41,41,maize stem borer,0.54626244
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000040.jpg,maize stem borer,val,41,41,maize stem borer,0.29948056
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000041.jpg,maize stem borer,val,41,14,Leaf smut,0.12738186
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000044.jpg,maize stem borer,val,41,41,maize stem borer,0.41429377
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000045.jpg,maize stem borer,val,41,39,maize ear rot,0.2546427
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000046.jpg,maize stem borer,val,41,30,Wheat___Healthy,0.16952841
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000049.jpg,maize stem borer,val,41,41,maize stem borer,0.20984752
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000052.JPG,maize stem borer,val,41,41,maize stem borer,0.21911858
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000055.JPG,maize stem borer,val,41,41,maize stem borer,0.2887228
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000056.jpg,maize stem borer,val,41,37,cotton mealy bug,0.2490561
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000057.jpg,maize stem borer,val,41,41,maize stem borer,0.5873526
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000058.jpg,maize stem borer,val,41,30,Wheat___Healthy,0.39019594
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000059.jpg,maize stem borer,val,41,40,maize fall armyworm,0.16742055
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000060.jpg,maize stem borer,val,41,41,maize stem borer,0.17965603
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000061.jpg,maize stem borer,val,41,41,maize stem borer,0.205301
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000062.jpeg,maize stem borer,val,41,24,Wheat aphid,0.16816908
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000063.jpg,maize stem borer,val,41,36,bollworm on Cotton,0.2798854
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000064.jpg,maize stem borer,val,41,22,Wheat Brown leaf rust,0.2751217
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000065.jpg,maize stem borer,val,41,41,maize stem borer,0.66277194
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000066.jpg,maize stem borer,val,41,42,pink bollworm in cotton,0.3502387
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000069.jpg,maize stem borer,val,41,41,maize stem borer,0.57642496
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000070.jpg,maize stem borer,val,41,41,maize stem borer,0.3119376
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000071.jpg,maize stem borer,val,41,41,maize stem borer,0.6904935
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000072.png,maize stem borer,val,41,41,maize stem borer,0.48440775
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000073.jpg,maize stem borer,val,41,41,maize stem borer,0.3442553
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000074.jpg,maize stem borer,val,41,41,maize stem borer,0.35013196
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000075.png,maize stem borer,val,41,41,maize stem borer,0.3691381
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000107.jpg,maize stem borer,val,41,23,Wheat Stem fly,0.19359894
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000109.jpg,maize stem borer,val,41,36,bollworm on Cotton,0.14275993
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000110.jpg,maize stem borer,val,41,30,Wheat___Healthy,0.14027695
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000114.jpg,maize stem borer,val,41,41,maize stem borer,0.32678837
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000115.jpg,maize stem borer,val,41,41,maize stem borer,0.6551364
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000116.png,maize stem borer,val,41,39,maize ear rot,0.20394343
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000117.jpg,maize stem borer,val,41,41,maize stem borer,0.4618782
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000118.jpg,maize stem borer,val,41,22,Wheat Brown leaf rust,0.13447088
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000119.jpg,maize stem borer,val,41,44,thirps on  cotton,0.13956188
R:\Developments\ARIS\Disease\Validation\maize stem borer\00000120.jpg,maize stem borer,val,41,22,Wheat Brown leaf rust,0.102083124
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_1.jpg,Mosaic sugarcane,val,15,22,Wheat Brown leaf rust,0.16263515
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_10.jpg,Mosaic sugarcane,val,15,30,Wheat___Healthy,0.29228202
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_11.jpg,Mosaic sugarcane,val,15,30,Wheat___Healthy,0.17079848
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_13.jpg,Mosaic sugarcane,val,15,19,Sugarcane Healthy,0.15386385
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_15.jpg,Mosaic sugarcane,val,15,11,Healthy Wheat,0.19434406
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_18.jpg,Mosaic sugarcane,val,15,14,Leaf smut,0.23769142
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_19.jpg,Mosaic sugarcane,val,15,11,Healthy Wheat,0.3004424
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_2.jpg,Mosaic sugarcane,val,15,22,Wheat Brown leaf rust,0.22014923
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_20.jpg,Mosaic sugarcane,val,15,22,Wheat Brown leaf rust,0.07989689
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_3.jpg,Mosaic sugarcane,val,15,22,Wheat Brown leaf rust,0.32782802
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_7.jpg,Mosaic sugarcane,val,15,26,Wheat leaf blight,0.18110637
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_8.jpg,Mosaic sugarcane,val,15,11,Healthy Wheat,0.20926404
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\Image_9.jpg,Mosaic sugarcane,val,15,26,Wheat leaf blight,0.22752029
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (1).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.5055771
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (10).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.579922
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (11).jpeg,Mosaic sugarcane,val,15,16,RedRot sugarcane,0.19879244
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (12).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.34288678
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (13).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.251017
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (14).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.34642616
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (15).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.576932
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (16).jpeg,Mosaic sugarcane,val,15,33,Yellow Rust Sugarcane,0.31505308
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (17).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.543814
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (18).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.38931584
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (2).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.56088847
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (3).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.6008072
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (331).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.5653339
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (4).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.70816255
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (429).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.47152695
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (430).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.2976125
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (431).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.5913214
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (432).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.31521016
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (433).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.28446603
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (434).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.53236467
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (435).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.3373475
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (436).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.2958677
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (437).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.45266214
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (438).jpeg,Mosaic sugarcane,val,15,16,RedRot sugarcane,0.35439578
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (439).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.49396262
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (440).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.62624985
R:\Developments\ARIS\Disease\Validation\Mosaic sugarcane\mosaic (441).jpeg,Mosaic sugarcane,val,15,15,Mosaic sugarcane,0.65045017
